age,daily_screen_time_hours,phone_usage_before_sleep_minutes,sleep_duration_hours,sleep_quality_score,stress_level,physical_activity_minutes,notifications_received_per_day,mental_fatigue_score
21,5.12,93,8.97,6.23,7.06,13,262,7.51
30,7.4,101,5.56,4.63,10,40,262,9.47
19,6.43,22,4.81,6.4,10,81,90,10
22,8.69,70,8.92,3.23,10,84,203,9.63
44,4.51,107,6.81,5.58,7.13,61,238,7.67
49,8.59,102,4.74,2.72,10,62,45,9.93
38,1.33,113,8.18,8.59,1,68,150,2.16
25,4.29,117,8.73,3.96,9.74,60,114,10
55,1.66,15,8.41,9.51,1.61,108,248,1.51
25,9.27,8,4.99,4.84,10,5,63,10
20,5.28,102,4.26,4.3,8.84,28,35,10
20,3.85,118,5.86,6.67,7.05,58,88,7.64
39,5.43,109,5.77,6.2,7.04,33,51,7.58
23,5.8,97,6.03,5.2,8.57,38,42,8.81
19,8.62,30,7.99,6.6,10,45,64,8.44
40,5.88,60,4.05,5.36,7.96,57,77,8.22
19,4.88,44,7.37,8.11,4.93,64,216,5.81
55,9.65,6,8.93,6.25,9.93,25,241,9.54
34,9.72,56,6,2.48,10,19,151,8.66
52,1.35,114,6.43,9.77,2.02,71,22,2.89
51,7.36,63,7.14,5.48,9.03,60,83,10
40,4.35,1,5.43,8.31,4.2,51,134,5.06
47,7.08,5,7.59,5.07,10,75,288,10
25,6.73,107,5.01,6.68,8.15,111,197,8.26
39,3.97,60,4.32,6.94,5.53,48,123,5.25
53,9.88,33,8.01,3.92,10,27,105,10
22,4.21,16,4.88,7.83,5.45,114,136,6.64
30,6.69,25,7.66,5.99,8.28,87,138,8.84
46,8.32,75,8.36,5.12,10,54,93,9.97
48,2.31,19,4.23,7.47,1.3,101,203,2.07
33,3.71,40,7.53,8.7,5.3,118,82,5.38
59,2.79,57,7.23,9.05,2.52,43,187,3.68
47,8.04,109,7.12,4.53,10,44,228,8.75
33,8.21,98,5.48,4.87,10,109,60,10
29,3.3,98,4.23,5.51,6.41,72,219,5.68
34,1.04,53,4.49,7.47,1.34,66,116,2.22
33,4.81,28,5.36,7.08,7.46,58,78,8.38
29,7.18,47,6.03,4.67,9.77,61,291,10
25,6.6,101,8.59,2.06,10,39,39,10
37,5.01,94,7.42,6.41,8.28,32,141,9.49
20,3.72,103,4.13,8.05,6.58,67,202,6.47
33,5.27,76,8.6,6.63,6.57,57,293,7.38
47,1.14,89,7.6,7.93,3.66,44,111,2.02
40,1.66,21,6.46,9.98,1.56,71,287,1.52
45,2.46,71,6.32,7.96,4.57,27,38,3.82
57,6.63,103,8.67,4.16,9.64,36,155,8.91
22,2.97,70,6.75,6.36,5.26,76,259,4.61
37,4.81,4,6.51,6.48,6.73,107,83,7.29
57,6.59,51,7.87,5.46,9.17,79,164,9.59
18,8.48,0,6.97,6.52,8.89,119,83,8.54
47,5.95,44,5.24,6.68,6.37,22,119,4.79
38,2.59,117,8.99,8.17,2.51,67,79,3.18
37,9.57,39,5.4,4.39,10,71,238,8.82
23,1.81,63,7.42,7.3,5.03,18,38,4.68
39,4.3,10,6.45,8.72,5.84,32,241,4.72
35,9.29,51,4.61,3.99,10,100,211,10
25,6.42,95,8.79,5.57,7.52,75,205,5.61
56,6.96,6,5.68,7.01,8.05,78,66,8.9
49,3.72,50,7.29,9.43,2.79,58,75,2.59
50,1.71,92,7.69,7.14,3.87,69,153,4.52
33,4.29,93,5.97,7.48,4.94,70,49,4.03
29,4.62,20,5.3,7.19,6.05,94,206,7.25
55,3.43,38,4.29,8.89,3.62,16,264,3.36
51,2.94,111,8.76,6.33,7.3,115,28,5.4
31,4.2,43,6.91,7.82,7.03,117,274,5
53,6.75,106,7.58,7.41,5.79,22,193,7.44
50,9.54,56,6.34,3.01,10,86,29,10
40,7.33,40,5.17,6.64,10,97,75,10
19,8.02,38,8.98,6.6,9.63,66,287,9.52
58,3.75,19,8.84,7.37,6.52,44,78,6.94
38,1.94,21,8.3,10,2.58,36,81,3.67
19,3.62,28,8.58,6.55,5.8,31,183,5.92
44,4.62,45,6.88,7.78,5.38,66,274,6.31
26,7.21,67,5.84,5.65,9.47,5,284,8.62
18,9.45,2,5.72,6.14,10,115,145,10
28,8.28,72,8.67,4.53,10,88,251,10
20,3.4,4,8.79,9.22,4.09,117,110,3.2
40,8.38,55,6.2,5.97,9.33,57,194,8.41
43,4.71,66,7.04,4.68,9.07,115,131,10
21,2.58,88,8.03,6.83,3.92,102,284,4.36
35,5.15,31,7.51,6.98,6.84,63,67,6.98
23,6.07,96,8.35,5.12,8.4,73,101,7.07
52,7.87,81,7.04,5.25,10,18,296,9.79
39,4.15,108,6.91,4.24,7.14,60,246,8.11
32,2.32,99,5.88,6.9,5.21,51,68,4.02
39,1.85,113,4.37,7.42,4.18,73,42,4.62
54,2.01,40,4.28,8.54,2.44,78,48,2.59
59,9.55,28,4.76,3.68,10,52,120,9.82
29,9.57,102,4.29,5.56,10,91,286,10
59,9.72,110,6.68,2.4,10,72,210,9.21
55,3.72,108,6.02,6.54,5.96,33,269,5.93
35,2.72,65,4.13,7.07,4.38,119,57,4.46
52,9.83,10,4.11,5.84,10,115,40,10
47,9.89,58,6.62,5.53,10,23,224,10
41,1.71,94,6.75,7.94,2.91,4,229,2.18
59,7.77,3,4.19,6.61,8.25,90,25,9.02
47,3.6,92,7.35,6.17,5.96,62,183,6.67
31,9.18,53,4.63,3.86,10,24,82,10
23,1.8,113,6.47,4.9,5.75,117,115,6.01
20,9,66,4.79,3.59,10,92,149,9.17
33,1.02,1,4.2,8.6,2.07,95,202,3.02
24,5.7,107,5.06,5.76,7.9,61,160,7.61
31,4.02,99,6.32,5.08,6.78,113,287,8.02
26,4.85,77,7.72,5.58,8.74,81,137,7.76
32,4.9,47,5.33,7.8,4.33,71,214,6.05
38,6.88,116,7.43,3.61,10,62,268,10
52,1.21,67,8.31,7.16,5.15,19,112,4.76
19,7.22,43,5.35,7.45,7.76,93,203,7.22
44,1.2,61,6.61,10,2.02,47,105,1.71
19,2.67,93,6.05,6.98,4.81,9,172,4.91
52,6.46,82,4.14,6.23,7.31,55,27,7.61
35,1.78,18,5.96,9.44,1.68,104,64,2.22
31,9.92,43,5.89,4.98,10,61,160,10
37,8.06,30,7.11,5.04,10,27,243,9.25
35,7.35,61,8.33,5.56,9.41,83,147,9.37
27,3.41,14,7.36,8.3,2.91,28,161,2.77
42,1.44,28,5.78,9.29,2.33,25,184,4.9
19,9.81,66,6.24,4.13,10,116,180,8.75
42,2.33,82,8.44,7.78,3.03,16,39,5.1
50,8.48,85,7.2,3.83,10,45,198,9.36
53,2.78,46,5.95,7.2,4.54,45,220,3.43
48,4.37,83,7,7.34,4.54,71,45,4.29
31,7.24,118,7.22,4.33,9.08,41,209,10
18,9.51,6,6.41,4.55,10,95,52,10
33,1.18,67,8.33,10,1,46,282,1.35
20,3.35,0,8.06,10,1.72,21,199,2.03
52,7.88,104,6.62,3.12,10,47,221,10
58,2.56,70,8.79,7.31,4.34,31,239,4.73
23,2,21,8.77,10,1.54,117,273,1.86
42,1.42,100,8.83,6.78,4.93,113,280,3.64
30,5.52,56,5.1,5.5,10,99,183,8.67
51,7.91,93,4.52,4.66,9.72,53,143,9.56
25,9.66,72,7.1,4.64,9.71,78,71,8.15
38,3.41,57,7.64,6.35,5.44,82,164,4.58
51,2.09,26,5.53,9.38,2.68,58,111,3.14
21,4.62,37,6.69,8.63,4.62,16,206,5.31
42,1.5,119,7.24,6.44,3.49,68,165,3.51
32,3.98,86,6.32,6.07,7.07,99,36,6.91
21,6.79,75,6.71,6.02,7.21,37,82,7.79
29,2.51,12,4.38,7.96,3.62,90,83,3.05
49,6.69,96,8.97,2.86,10,5,58,8.74
49,9.75,14,5.89,4.72,10,116,56,9.88
45,8.78,79,5.03,4,10,8,57,9.66
30,4.21,97,6.4,5.27,8.24,65,112,7.26
48,4.79,72,5.59,7.36,5.98,103,262,7.36
31,4.77,105,5.96,5.66,6.66,19,195,6.98
37,8.74,115,6.81,4.81,10,112,257,8.75
35,9.94,90,5.39,1.46,10,2,106,10
46,8.43,47,7.33,2.64,10,97,36,9.68
23,6.02,14,6.16,7.52,8.8,60,171,9.8
49,1.88,98,4.42,5.89,3.35,93,141,4.91
46,9.59,97,8.43,2.37,10,25,243,8.34
19,8.74,39,6.39,3.91,10,98,52,10
40,8.57,29,8.61,7.06,8.13,107,228,7.25
36,4.53,111,5.9,6.57,7.42,60,77,5.3
48,5.02,22,6.71,5.28,8.77,0,56,10
22,2.08,8,8.37,8.46,2.53,94,127,2.46
36,9.44,31,6.31,4.66,10,29,289,10
51,9.49,34,7.17,3.38,10,18,175,9.32
27,3.29,48,5.24,7.2,3.13,92,189,3.22
42,7.26,95,5.19,3.85,9.93,57,57,10
19,2.83,44,6.71,9.37,2.15,59,142,1.61
28,4.54,15,7.07,7.31,5.72,89,233,5.79
48,3.72,31,7.28,6,6.03,22,144,8.9
32,4.51,24,7.84,7.5,5.76,52,21,4.92
26,3.78,93,8.61,6.99,6.53,86,50,6.32
40,4.11,36,5.2,6.6,6.5,100,74,8.05
36,8.12,36,7.1,5.86,10,18,64,9.93
26,3.7,34,6.22,7.63,3.86,38,132,1.95
52,8.33,44,4.45,4.54,9.24,95,219,9.06
38,6.11,7,6.27,6.53,7.96,27,33,5.83
26,8.02,103,7.95,4.16,10,2,129,9.51
45,9.27,112,4.4,1,10,18,236,10
24,2.25,46,7.03,7.94,3.64,23,179,2.98
33,4.1,35,6.05,8.3,5.54,55,276,6.03
33,1.5,117,7.27,6.94,2.72,90,50,2.27
50,4.66,88,8.11,7.2,5.67,85,230,6.77
21,3.14,81,6.71,5.76,7.01,7,169,7.52
21,6.15,102,5.52,3.61,8.46,80,266,8.15
56,8.05,9,4.45,4.35,10,77,159,8.99
57,5.38,0,5.44,7.5,5.37,94,44,4.57
34,4,67,5.82,7.29,5.77,50,74,6.06
54,2.37,89,7.21,6.04,6.33,59,94,6.57
56,1.24,74,5.94,8.3,3.24,81,193,3.89
46,7.1,14,6.01,5.92,8.66,60,56,9.08
53,1.27,95,5.45,7.43,2.75,85,90,3.64
55,9.29,78,5.81,3.51,10,70,91,9.19
56,6.35,91,5.33,5.46,9.05,26,251,9.04
54,4.18,86,7.67,4.25,9.11,36,66,9.44
52,1.38,2,8.91,7.29,4.81,50,31,4.21
24,4.72,114,7.67,5.52,6.72,80,51,4.78
44,8.81,31,4.37,5.78,10,112,69,10
45,9.73,19,7.16,5.06,10,34,166,9.38
39,1.76,55,7.51,9.04,2.04,44,177,1
31,7.99,77,7.89,5.29,10,2,45,9.04
24,3.33,98,7.81,4.33,8.09,65,134,7.58
54,4.41,103,6.54,5.1,7.02,2,270,6.41
39,5.93,41,5.31,8.34,4.55,84,115,4.86
22,9.95,72,4.6,3.34,10,36,299,9.9
19,2.88,59,4.04,8.96,2.04,10,105,1.5
44,2.17,55,4.01,5.63,6.73,0,197,7.66
38,6.35,46,8.68,4.88,8.59,18,93,9.74
55,8.68,23,7.04,5.09,10,84,184,10
32,6.83,40,6.87,6.57,7.36,51,160,7.03
38,4.13,3,5.88,6.45,7.66,27,286,7.63
27,9.79,75,7.99,3.81,10,81,91,10
40,9.96,50,5.1,4.11,10,73,275,10
56,7.94,87,7.69,5.35,9.33,106,40,8.63
22,8.22,0,5.81,5.75,9.22,36,72,8.99
18,7.85,13,7.54,4.78,10,18,167,10
30,3.32,94,7.53,6.78,5.2,116,223,5.71
38,2.35,9,5.58,10,2.87,77,227,3.3
43,5.99,96,8.67,4.56,9.33,59,52,8.36
38,9.59,35,6.54,4.57,10,0,20,9.72
35,8.9,41,5.29,3.91,10,90,160,10
54,1.96,98,7.37,8.75,1.65,11,272,1.8
49,1.51,47,7.75,7.78,1.7,42,259,1.88
53,8.86,17,8.75,6.3,10,54,113,10
34,6.52,88,4.37,5.77,7.19,100,243,6.57
52,3.74,75,6.7,4.89,8.71,42,274,9.95
28,6.06,59,6.45,6.57,6.45,88,230,6.47
38,3,27,5.55,7.39,5.08,70,126,4.64
43,9.52,52,7.84,4.3,10,106,145,10
21,8.44,114,4.97,2.88,10,111,35,10
51,9.66,8,5.64,7.88,8.15,29,231,4.91
35,2.68,23,7.83,8.65,5.59,91,68,6.7
57,8.59,19,6.39,6.35,10,7,209,9.06
52,6.04,89,4.68,5.12,9.88,86,140,10
58,3.92,68,8.47,6.76,5.83,11,151,5.05
46,5.32,26,7.65,4.98,8.04,63,117,8.17
46,9.5,91,6.81,4.05,10,88,100,10
55,7.22,100,7.05,3.4,10,72,41,9.88
59,4.24,39,7.13,6.61,5.63,109,47,6.15
38,10,70,6.5,3.11,10,31,236,10
59,4.11,82,7.72,4.89,6.77,16,282,6.2
30,8.32,53,7.58,4.48,10,113,178,9.81
58,8.06,85,4.01,5.36,10,101,281,8.98
34,7.51,81,4.55,3.5,10,39,233,9.11
26,7.02,14,4.13,6.67,8.4,43,293,9.02
58,1.98,96,4.84,7.4,2.76,3,205,2.67
18,9.95,102,4.36,3.22,10,56,113,10
19,2.45,50,4.97,5.86,5.32,113,204,5.43
46,6.37,68,6.69,4.98,9.7,37,59,8.89
50,3.24,39,7.35,9.46,4.14,93,58,3.17
27,2.52,100,8.59,6.33,6.65,87,236,7.82
57,6.04,68,7.7,6.3,8.52,65,207,9.45
38,8.53,100,4.16,3.5,10,48,249,10
45,4.39,42,6.34,5.75,7.22,102,120,6.76
28,1.69,63,7.38,7.43,3.14,57,163,2.86
51,6.61,6,5.58,7.93,7.21,8,117,9
25,7.9,1,5.84,7.19,7.15,87,182,9.11
39,3.66,29,8.01,6.29,4.56,23,274,5.66
25,7.22,112,4.24,3.87,10,78,59,10
32,1.68,74,6.7,6.67,2.82,6,35,4.91
34,4.25,51,8.02,6.49,5.55,55,159,5.95
40,5.27,100,7.99,6.28,7.74,55,225,7.77
41,8.04,102,4.6,4.48,8.78,19,67,8.57
36,4.04,32,8.22,8.71,4.08,114,73,4.42
22,5.08,8,4.39,9.74,4.19,35,67,3.68
49,6.66,10,8.62,6.75,8.64,78,114,8.25
18,6.62,75,5.08,6.35,7.3,44,203,6.45
40,5.66,9,4.58,9.06,3.21,39,53,4.34
54,3.96,115,4.37,5.13,5.58,43,129,5.48
25,7.03,53,5.72,6.98,8.22,22,97,8.67
30,8.53,74,5.74,3.93,10,68,285,10
25,2.38,96,6.63,7.84,3.16,81,227,2.5
40,4.06,19,7.66,6.85,5.8,8,80,7.11
18,7.02,4,6.55,7.92,7.95,41,105,7.82
41,7.8,110,8.89,4.7,8.16,85,155,6.92
52,8.03,23,5.05,5.5,9.26,33,275,8.35
41,6.88,31,5.05,6.02,9.36,58,65,8.41
34,5.3,117,7.52,8.18,5.89,64,29,8.85
22,6.81,30,5.57,6.04,8.37,117,49,8.23
37,2.22,105,4.86,5.49,7.79,106,289,8.16
38,2.87,43,7.96,7.34,4.77,93,29,3.93
57,9.35,77,5.13,5.06,9.77,82,280,10
48,9.3,18,7.74,6.92,8.67,66,272,8.39
53,7.51,105,5.03,5.19,10,91,203,8.92
28,3.94,23,8.7,6.08,6.69,73,113,5.69
32,6.84,117,5.48,3.91,10,8,286,10
36,7.19,95,7.75,4.39,10,27,79,8.52
24,5.64,11,8.21,7.29,8.9,10,215,9.86
45,7.74,49,4.61,5.34,8.58,15,64,7.72
22,1.27,84,4.34,8.91,1.82,22,258,1
22,3.31,114,6.99,5.72,6.64,34,196,6.79
47,8.15,99,7.1,4.2,10,117,191,9.07
49,9.45,24,7.11,4.22,10,74,107,10
25,8.88,50,6.28,5.01,10,23,56,9.06
27,7.45,116,8.67,3.55,10,34,205,10
55,2.49,13,7.46,8.93,2.72,116,96,4.07
49,4.32,71,4.37,7.33,3.91,20,210,3.73
45,1.45,28,7.93,9.35,1.21,77,57,2.59
34,6.76,24,5.38,5.77,9.97,26,53,9.02
48,5.05,86,7.62,7.39,5.02,44,152,4.31
25,6.16,58,4.3,6.15,9,0,281,9.44
57,9.81,99,7.83,4.47,10,26,68,10
42,4.62,56,6.71,8.8,4.82,44,262,3.79
26,3.76,111,7.6,7.95,4.84,36,85,4.92
19,2.36,11,6.47,8.28,2.51,25,223,2.43
32,2.29,49,8.01,9.25,1,49,143,1.46
20,5.67,11,8.74,9.36,4.53,37,151,6.46
53,7.74,81,7.71,6.8,8.3,113,103,8.05
21,6.08,99,7.72,4.13,10,10,68,9.66
31,8.86,47,5.08,4.34,10,117,43,9.88
58,3.84,49,5.77,8.25,3.2,110,77,2.02
58,6.36,18,4.63,7.68,5.34,74,231,6.73
42,6.95,111,6.66,5.31,10,68,217,10
27,3.53,52,6.23,7.64,4.7,4,109,5.33
38,4.57,34,5.47,8.73,4.05,79,60,4.14
53,6.32,112,4.35,4.71,9.21,13,225,8.93
29,1.19,26,8.66,9.45,1.71,119,170,2.89
44,8.98,66,7.03,4.59,10,32,124,8.9
57,2,76,5.62,6.73,3.23,51,246,3.72
19,1.43,101,5.74,8.13,1.58,23,224,2.43
30,2.94,50,5.98,6.94,6.59,4,251,6.87
49,5.52,104,8.06,6.81,7.22,41,144,7.49
48,3.96,18,5.05,6.86,5.08,45,97,4.44
33,4.96,42,8.28,5.87,5.98,30,109,7.02
49,1.76,34,5.56,8.37,2.04,50,262,1.92
49,3.1,14,8.36,9.5,1.15,34,36,1
51,1.88,15,8.48,8.53,1.96,16,112,1.52
28,3.07,98,7.48,6.81,5.68,60,282,5.75
27,7.33,68,8.47,5.78,10,75,295,9.76
32,6.18,70,7.74,5.4,8.5,107,162,9.26
34,4.01,84,4.72,3.92,7.98,35,149,7.54
57,3.35,40,8.78,7.6,4.09,38,195,3.58
35,9.98,53,4.95,3.92,10,70,270,8.97
26,7.91,64,6.47,4.56,8.3,13,174,6.9
42,8.4,88,5.92,4.26,10,55,278,9.76
57,1.24,29,5.74,8.82,2.16,79,276,2.84
31,1.54,18,7.92,8.4,3.08,30,200,2.5
42,7.41,87,5.45,4.65,10,110,59,8.64
39,2.73,45,6.69,8.45,3.44,84,238,3.38
47,4.83,59,5.68,7.89,6.04,108,150,4.72
37,2.66,78,8.47,6.8,4.54,99,79,4.64
38,2.59,98,4.78,8.2,3.43,50,166,3.59
49,1.98,23,4.88,9.08,2.63,62,281,1.46
38,6.35,35,4.56,4.85,9.72,106,116,9.29
52,7.65,48,7.79,5.89,10,85,198,10
49,1.51,58,4.81,8.6,2.79,106,97,3.98
47,3.48,13,6.67,8.65,5.93,25,228,7.17
56,6.93,85,7.83,4.5,9.73,116,39,10
29,4.53,38,4.58,5.79,4.24,76,91,3.06
58,7.34,7,8.65,4.4,10,75,176,10
35,7.83,47,5.42,5.58,9.2,100,77,9.16
38,1.29,117,7.96,8.29,3.01,83,278,2.55
30,4.43,79,7.97,7.04,7.72,13,178,8.13
38,7.56,109,5.74,5.04,9.22,40,248,10
25,4.41,80,6.75,8.02,4.96,87,31,6.25
57,1.05,68,7.15,8.81,2.16,12,255,1.87
24,4.03,40,6.08,7.14,6.02,73,86,6.79
40,8.85,34,5.79,6.87,10,7,67,9.56
49,9.57,63,8.26,3.7,10,116,97,10
28,6.04,52,5.01,5.42,8.16,94,33,9.24
39,3.76,53,7.97,8.49,5.14,108,38,5.57
39,5.19,36,5.02,5.01,7.15,90,36,8.11
42,3.13,51,7.5,6.63,7.55,30,233,6.23
39,2.51,17,5.44,7.81,3.91,64,168,4.34
45,5.44,20,8.64,5.82,7.08,34,122,5.76
46,7.63,41,7.03,5.62,9.34,119,31,9.86
30,3,64,6.67,9.38,1,43,202,1
35,9.19,80,5.48,3.79,10,80,225,8.98
19,2.51,7,6.54,7.06,4.24,56,273,3.42
46,6.03,92,4.33,3.99,10,85,285,10
38,7.99,83,4.72,5.1,8.79,30,257,7.93
32,2.92,112,5.48,6.65,4.79,112,170,3.91
44,3.67,113,8.75,7.18,5.86,28,57,7.22
48,1.46,100,6.34,7.91,3.67,58,255,2.75
32,9.5,38,6,3.95,10,11,37,10
40,5.38,60,7.86,5.27,9.01,87,48,8.68
41,1.58,59,7.47,7.34,3.5,4,217,6.01
30,8.47,68,7.32,4.69,10,70,249,10
39,6.12,58,7.03,4.34,9.34,81,43,10
54,1.5,9,4.65,7.69,3.96,25,184,4.7
50,5.06,62,5.95,6.29,7.2,15,38,7.25
20,4.91,69,8.51,5.96,6.76,70,88,5.67
36,2.31,6,8.8,9.21,2.61,18,174,3.38
40,4.78,34,6.16,6.81,7.66,78,194,7
46,3.55,90,4.01,6.28,3.2,4,162,2.69
47,7.3,41,6.5,6.06,9.06,72,168,10
56,1.05,84,5.14,8.17,1.43,84,117,1.61
42,1.96,87,4.94,7.74,2.27,116,259,4.1
54,9.27,28,5.42,2.1,10,104,152,10
25,4.9,26,4.61,6.74,6.8,110,289,6.96
59,2.59,37,4.23,7.88,4.29,97,290,3.11
33,8.14,1,6.22,6.37,10,21,275,10
25,8.66,24,5.31,6.73,8.62,24,239,7.49
18,2.9,65,5.28,6.48,7.12,1,43,9.07
22,7.42,37,5.11,4.91,10,47,154,10
20,6.54,58,6.48,6.91,6.54,76,93,6.31
18,7.71,81,7.67,4.64,10,13,64,10
21,8.09,105,7.28,4.48,9.22,109,52,10
57,6.95,6,8.88,5.31,9.57,65,249,9.15
52,9.61,48,8.57,3.84,10,96,92,10
49,8.78,67,6.09,4.26,10,51,258,10
59,3.06,107,8.06,8.48,2.55,17,250,2.55
51,9.22,103,4.92,4.47,8.48,10,240,8.26
42,4.24,40,5.06,6.71,5.39,39,77,4.03
27,7.54,73,7.5,4.83,9.85,14,176,9.5
38,8.63,50,5.08,4.86,8.52,36,279,6.81
56,4.93,104,6.26,5.4,6.55,112,274,6.78
44,1.46,91,5.61,7.72,3.8,54,264,3.79
44,9.55,93,5.16,5.59,10,56,68,10
19,1.65,23,4.77,9.85,3.08,99,38,3.38
58,4.13,35,7.06,7.22,4.99,17,131,5.19
30,6.37,79,4.28,6.75,9.82,76,90,9.01
26,2.06,96,7.51,6.28,4.61,17,190,3.65
53,8.54,9,8.47,6.47,8.28,28,282,7.38
39,2.83,111,5.72,5.42,5.45,86,253,5.34
59,9.87,20,6.07,2.79,10,110,287,10
43,9.25,26,6.95,5.01,10,106,162,9
29,6.44,54,7.33,5.95,7.15,41,192,6.82
34,6.94,84,6.72,5.84,10,2,99,10
31,5.8,90,7.45,6.34,8.22,21,139,10
31,4.52,95,8.04,7.63,5.8,58,221,6.91
51,4.17,4,8.95,7.82,5.36,72,190,5.76
37,9.02,116,5.96,3.55,10,47,99,9.87
28,6.19,98,6.92,6.43,6.76,44,266,6.86
33,8.41,85,5.88,3.2,10,92,148,10
48,5.63,58,5.19,6.09,6.93,85,79,6.3
23,3.76,35,8.99,6.82,5.97,38,32,6.78
36,1.83,73,4.07,6.85,4.54,67,104,4.9
54,3.91,33,4.32,7.97,4.49,95,109,4.45
21,8.92,51,6.92,3.82,10,30,291,9.55
21,7.41,117,7.55,3.81,10,92,148,8.4
37,8.07,5,7.64,5.89,9.71,13,289,9.47
27,7.96,13,7.52,6.14,9.8,70,167,9.57
41,2.08,58,7.94,9.25,1,9,110,1
52,2.43,56,7.72,8.76,2.49,94,183,1
43,3.86,119,6.73,6.9,4.84,106,77,4.79
54,3.71,36,6.35,6.66,7.02,97,204,6.13
55,1.59,57,7.6,10,1.66,103,89,1
38,2.38,82,7.66,7.12,3.34,12,176,3.96
57,8.71,31,5.66,4.36,10,62,40,8.81
56,6.3,19,4.01,5.79,7.2,113,155,8.73
38,4.08,84,5.57,4.43,7.58,84,39,7.42
27,5.74,78,6.67,6.28,7.45,67,52,7.91
55,3.35,80,6.63,5.2,5.29,109,141,7.09
21,6.25,60,5.9,4.44,10,67,246,9.92
37,1.67,107,8.66,9.14,1.84,61,185,2.21
34,9.12,56,6.38,5.99,10,21,69,9.93
24,3.16,108,4.7,5.41,5.49,45,26,6.55
21,8.37,51,4.97,3.96,10,78,299,10
46,6.94,87,4.47,5.93,8.85,68,170,7.61
31,5.71,84,5.34,4.11,8.93,81,140,6.8
20,9.37,47,5.52,4.03,10,2,167,9.93
41,2.41,78,5.67,7.2,4.07,52,112,5.24
54,2.07,10,8.18,7.36,3.23,99,279,2.33
33,3.9,100,7.83,5.28,7.03,85,243,7.01
21,8.47,29,6.48,3.37,10,53,56,8.66
41,1.32,59,6.22,8.79,2.08,40,172,1
51,3.15,17,5.89,7.51,4.65,76,219,3.51
47,4.82,119,4.07,3.48,9.02,62,117,10
35,7.42,91,8.6,5.6,10,110,166,7.66
36,3.69,76,5.46,7.69,4.1,96,236,3.28
48,5.03,106,8.21,6.06,6.75,24,135,5.11
36,4.03,73,7.7,8.14,5.02,111,194,3.51
36,1.83,46,4.57,9.27,1,83,115,2.1
39,7.65,102,5.57,4.93,10,77,183,10
41,5.15,11,6.42,6.48,6.33,8,182,6.66
29,8.31,49,5.31,5.98,10,11,89,10
47,7.25,101,6.01,4.46,9.45,7,69,9.4
55,1.52,104,5.41,6.55,3.94,53,226,3.89
48,5.5,111,7.18,5.63,7.55,19,218,7.51
53,9.92,39,5.8,4.45,10,59,75,10
36,3.77,89,5.73,6.89,5.81,67,230,6.22
53,5.44,107,5.36,5.67,6.97,99,297,6.59
47,6.87,63,8.01,4.59,9.76,115,77,10
50,2.82,18,7.23,7.35,4.73,49,35,5.94
35,7.32,86,7.6,5.7,10,57,142,10
45,6.94,111,5.97,4.63,9.28,27,68,10
28,4.37,99,8.2,4.59,6.29,81,238,4.66
50,3.56,26,6.08,6.84,5.71,116,47,6.64
34,9.27,51,4.88,2.95,10,74,161,10
23,2.14,79,6.55,7.97,4.32,53,158,3.67
21,4.89,6,6.22,7.83,4.29,105,26,3.95
37,7.9,62,4.46,3.69,10,113,21,10
44,2.33,76,7.31,6.55,5.98,0,92,5.37
32,9.4,54,8.06,4.68,9.62,66,284,10
23,5.74,75,5.78,5.28,7.8,107,182,6.77
31,5.54,90,7.8,4.44,9.72,67,195,8.46
28,4.82,96,6.93,6.72,3.82,51,66,5.12
56,8.81,30,5.36,4.9,9.36,12,165,10
26,9.54,10,5.72,2.81,10,56,148,10
43,4.42,16,8.73,7.31,5.11,47,20,3.55
33,5.88,101,5.08,7.58,5.31,101,53,4.9
22,3.84,65,4.76,7.35,4.66,18,62,3.87
27,4.31,66,4.38,6.82,7.4,105,247,7.33
20,1.26,97,8.38,8.03,3.83,72,147,3.76
30,8.07,113,7.36,3.51,10,93,216,10
47,9.72,31,4.58,3.88,10,33,111,9.39
23,7.93,23,7.83,3.96,10,62,200,10
34,5.66,87,7.15,4.55,10,23,144,10
36,8.45,12,8.93,6.81,10,100,155,9.82
59,8.72,21,6.56,5,8.69,94,252,9.56
52,5.9,18,6.58,7.7,5.06,40,292,5.11
43,9.43,52,5.25,2.23,10,86,299,10
22,1.27,93,4.95,7.66,3.29,79,179,3.13
46,1.09,38,7.67,10,1.13,40,119,1
54,1.73,20,5.86,8.68,2.02,57,112,1.99
37,1.52,111,7.62,7.81,3.93,45,42,6.01
38,4.82,86,7.87,5.26,7.5,16,227,7.62
27,9.46,15,8.52,4.6,10,7,141,10
22,7.08,105,6.14,4.41,10,114,203,10
53,6.94,6,4.48,6.02,7.31,7,23,5.71
23,4.46,83,4.11,5.64,6.9,33,290,6.93
43,5.8,111,5.46,5.55,8.13,63,174,6.66
21,3.74,105,8.66,4.33,7.01,11,270,6.23
56,5.66,77,7.74,7.78,5.07,44,67,5.12
56,7.72,25,6.8,5.34,9.36,81,44,10
52,6.03,85,5.2,4.42,10,35,189,9.53
18,4.77,104,7.56,5.36,8.41,31,148,8.8
41,8.6,99,7.7,2.97,10,57,175,9.72
53,3.59,89,5.15,5.76,5.1,29,31,5.84
23,5.33,75,7.54,5.85,8.29,20,22,9.15
58,9.8,112,4.6,4.1,10,27,255,10
